word,count,str_sandhi_rachana
गणपत,1,ग् + अ + ण् + अ + प् + अ + त् + अ
गती,1,ग् + अ + त + ी
गतीने,1,ग् + अ + त + ी + न + े
गदारोळ,1,ग् + अ + द + ा + र + ो + ळ् + अ
गन,1,ग् + अ + न् + अ
गनी,4,ग् + अ + न + ी
गमावला,2,ग् + अ + म + ा + व् + अ + ल + ा
गरज,19,ग् + अ + र् + अ + ज् + अ
गरजओबामा,1,ग् + अ + र् + अ + ज + ओ + ब + ा + म + ा
गरजेची,1,ग् + अ + र् + अ + ज + े + च + ी
गरजेचे,5,ग् + अ + र् + अ + ज + े + च + े
गरजेवरही,1,ग् + अ + र् + अ + ज + े + व् + अ + र् + अ + ह + ी
गरिबांच,1,ग् + अ + र + ि + ब + ा + ं + च् + अ
गरिबांचा,2,ग् + अ + र + ि + ब + ा + ं + च + ा
गरिबांना,3,ग् + अ + र + ि + ब + ा + ं + न + ा
गरीब,4,ग् + अ + र + ी + ब् + अ
गर्भवती,1,ग् + अ + र् + भ् + अ + व् + अ + त + ी
गर्भातील,1,ग् + अ + र् + भ + ा + त + ी + ल् + अ
गळती,1,ग् + अ + ळ् + अ + त + ी
गळाभेट,5,ग् + अ + ळ + ा + भ + े + ट् + अ
गळ्याचा,1,ग् + अ + ळ् + य + ा + च + ा
गव्हर्नर,1,ग् + अ + व् + ह् + अ + र् + न् + अ + र् + अ
गांगुली,5,ग + ा + ं + ग + ु + ल + ी
गांध,2,ग + ा + ं + ध् + अ
गांधी,74,ग + ा + ं + ध + ी
गांधींचा,1,ग + ा + ं + ध + ी + ं + च + ा
गांधींचे,1,ग + ा + ं + ध + ी + ं + च + े
गांधींच्या,1,ग + ा + ं + ध + ी + ं + च् + य + ा
गांधींनी,3,ग + ा + ं + ध + ी + ं + न + ी
गांधीनगरला,1,ग + ा + ं + ध + ी + न् + अ + ग् + अ + र् + अ + ल + ा
गांभीर्याने,4,ग + ा + ं + भ + ी + र् + य + ा + न + े
गाओ,1,ग + ा + ओ
गाजली,2,ग + ा + ज् + अ + ल + ी
गाजावाजा,1,ग + ा + ज + ा + व + ा + ज + ा
गाडीचे,2,ग + ा + ड + ी + च + े
गाडीमध्ये,1,ग + ा + ड + ी + म् + अ + ध् + य + े
गाडीवर,2,ग + ा + ड + ी + व् + अ + र् + अ
गाड्यांचा,1,ग + ा + ड् + य + ा + ं + च + ा
गावांचा,1,ग + ा + व + ा + ं + च + ा
गावांची,1,ग + ा + व + ा + ं + च + ी
गावातील,1,ग + ा + व + ा + त + ी + ल् + अ
गावाला,1,ग + ा + व + ा + ल + ा
गीता,1,ग + ी + त + ा
गुंड,1,ग + ु + ं + ड् + अ
गुंतले,1,ग + ु + ं + त् + अ + ल + े
गुंतलेले,1,ग + ु + ं + त् + अ + ल + े + ल + े
गुंतलेल्या,1,ग + ु + ं + त् + अ + ल + े + ल् + य + ा
गुंतवणा्या,1,ग + ु + ं + त् + अ + व् + अ + ण + ा् + य + ा
गुंतवणुकीचा,1,ग + ु + ं + त् + अ + व् + अ + ण + ु + क + ी + च + ा
गुंतवणुकीच्या,1,ग + ु + ं + त् + अ + व् + अ + ण + ु + क + ी + च् + य + ा
गुंतवणुकीला,1,ग + ु + ं + त् + अ + व् + अ + ण + ु + क + ी + ल + ा
गुंतवणूक,7,ग + ु + ं + त् + अ + व् + अ + ण + ू + क् + अ
गुंतवणूकीचे,1,ग + ु + ं + त् + अ + व् + अ + ण + ू + क + ी + च + े
गुंतवला,1,ग + ु + ं + त् + अ + व् + अ + ल + ा
गुंतवलेला,1,ग + ु + ं + त् + अ + व् + अ + ल + े + ल + ा
गुंतवलेले,1,ग + ु + ं + त् + अ + व् + अ + ल + े + ल + े
गुंतून,2,ग + ु + ं + त + ू + न् + अ
गुजरात,6,ग + ु + ज् + अ + र + ा + त् + अ
गुजरातचे,3,ग + ु + ज् + अ + र + ा + त् + अ + च + े
गुजरातच्या,5,ग + ु + ज् + अ + र + ा + त् + अ + च् + य + ा
गुजरातमधील,4,ग + ु + ज् + अ + र + ा + त् + अ + म् + अ + ध + ी + ल् + अ
गुजरातमध्ये,2,ग + ु + ज् + अ + र + ा + त् + अ + म् + अ + ध् + य + े
गुजरातेत,1,ग + ु + ज् + अ + र + ा + त + े + त् + अ
गुढीपाडव,1,ग + ु + ढ + ी + प + ा + ड् + अ + व् + अ
गुढीपाडवा,1,ग + ु + ढ + ी + प + ा + ड् + अ + व + ा
गुढीपाडव्याच्या,5,ग + ु + ढ + ी + प + ा + ड् + अ + व् + य + ा + च् + य + ा
गुढीपाडव्यापासून,2,ग + ु + ढ + ी + प + ा + ड् + अ + व् + य + ा + प + ा + स + ू + न् + अ
गुढीपाडव्यासोबतत,1,ग + ु + ढ + ी + प + ा + ड् + अ + व् + य + ा + स + ो + ब् + अ + त् + अ + त् + अ
गुणविशे,1,ग + ु + ण् + अ + व + ि + श + े
गुणविशेष,1,ग + ु + ण् + अ + व + ि + श + े + ष् + अ
गुणविशेषामध्ये,1,ग + ु + ण् + अ + व + ि + श + े + ष + ा + म् + अ + ध् + य + े
गुनालॉगसन,1,ग + ु + न + ा + ल + ॉ + ग् + अ + स् + अ + न् + अ
गुनालॉसन,1,ग + ु + न + ा + ल + ॉ + स् + अ + न् + अ
गुन्हा,2,ग + ु + न् + ह + ा
गुन्हात,1,ग + ु + न् + ह + ा + त् + अ
गुन्हासाठी,1,ग + ु + न् + ह + ा + स + ा + ठ + ी
गुन्हे,4,ग + ु + न् + ह + े
गुन्हेगारांनी,1,ग + ु + न् + ह + े + ग + ा + र + ा + ं + न + ी
गुन्हेगारेविरोधी,1,ग + ु + न् + ह + े + ग + ा + र + े + व + ि + र + ो + ध + ी
गुन्ह्ात,1,ग + ु + न् + ह् + ा + त् + अ
गुन्ह्ातील,1,ग + ु + न् + ह् + ा + त + ी + ल् + अ
गुन्ह्ाप्रकरणी,1,ग + ु + न् + ह् + ा + प् + र् + अ + क् + अ + र् + अ + ण + ी
गुप्त,3,ग + ु + प् + त् + अ
गुप्तचर,2,ग + ु + प् + त् + अ + च् + अ + र् + अ
गुप्ता,3,ग + ु + प् + त + ा
गुरशरणकौर,1,ग + ु + र् + अ + श् + अ + र् + अ + ण् + अ + क + ौ + र् + अ
गुरुवारपासून,1,ग + ु + र + ु + व + ा + र् + अ + प + ा + स + ू + न् + अ
गुरुवारी,33,ग + ु + र + ु + व + ा + र + ी
गुरूत्वीय,1,ग + ु + र + ू + त् + व + ी + य् + अ
गुलाम,3,ग + ु + ल + ा + म् + अ
गुवाहाटी,1,ग + ु + व + ा + ह + ा + ट + ी
गुवाहाटीत,1,ग + ु + व + ा + ह + ा + ट + ी + त् + अ
गुहेत,1,ग + ु + ह + े + त् + अ
गृह,3,ग + ृ + ह् + अ
गृहखात्याच्या,1,ग + ृ + ह् + अ + ख + ा + त् + य + ा + च् + य + ा
गृहमंत्री,7,ग + ृ + ह् + अ + म + ं + त् + र + ी
गृहमंत्र्यांनी,3,ग + ृ + ह् + अ + म + ं + त् + र् + य + ा + ं + न + ी
गॅस,1,ग + ॅ + स् + अ
गेटवरच्या,1,ग + े + ट् + अ + व् + अ + र् + अ + च् + य + ा
गेल,5,ग + े + ल् + अ
गेला,10,ग + े + ल + ा
गेली,7,ग + े + ल + ी
गेले,15,ग + े + ल + े
गेलेले,1,ग + े + ल + े + ल + े
गेलेल्या,5,ग + े + ल + े + ल् + य + ा
गेलो,4,ग + े + ल + ो
गेल्या,42,ग + े + ल् + य + ा
गेल्याचा,2,ग + े + ल् + य + ा + च + ा
गेल्याची,1,ग + े + ल् + य + ा + च + ी
गेल्याच्या,1,ग + े + ल् + य + ा + च् + य + ा
गेल्यावर्षी,1,ग + े + ल् + य + ा + व् + अ + र् + ष + ी
गेहलो,1,ग + े + ह् + अ + ल + ो
गैर,3,ग + ै + र् + अ
गैरप्रकार,1,ग + ै + र् + अ + प् + र् + अ + क + ा + र् + अ
गैरमार्गाने,1,ग + ै + र् + अ + म + ा + र् + ग + ा + न + े
गैरव्यवहार,2,ग + ै + र् + अ + व् + य् + अ + व् + अ + ह + ा + र् + अ
गैरव्यवहारांच्या,2,ग + ै + र् + अ + व् + य् + अ + व् + अ + ह + ा + र + ा + ं + च् + य + ा
गैरव्यवहारात,1,ग + ै + र् + अ + व् + य् + अ + व् + अ + ह + ा + र + ा + त् + अ
गैरव्यवहारामध्ये,1,ग + ै + र् + अ + व् + य् + अ + व् + अ + ह + ा + र + ा + म् + अ + ध् + य + े
गैरहजर,1,ग + ै + र् + अ + ह् + अ + ज् + अ + र् + अ
गो,1,ग + ो
गोंधळ,3,ग + ो + ं + ध् + अ + ळ् + अ
गोंधळप्रकरणी,2,ग + ो + ं + ध् + अ + ळ् + अ + प् + र् + अ + क् + अ + र् + अ + ण + ी
गोंधळाची,1,ग + ो + ं + ध् + अ + ळ + ा + च + ी
गोंधळाचे,3,ग + ो + ं + ध् + अ + ळ + ा + च + े
गोगोई,12,ग + ो + ग + ो + ई
गोगोईंचा,1,ग + ो + ग + ो + ई + ं + च + ा
गोठवली,1,ग + ो + ठ् + अ + व् + अ + ल + ी
गोठविण्याची,1,ग + ो + ठ् + अ + व + ि + ण् + य + ा + च + ी
गोत्यात,1,ग + ो + त् + य + ा + त् + अ
गोपनीय,2,ग + ो + प् + अ + न + ी + य् + अ
गोपनीयतेची,2,ग + ो + प् + अ + न + ी + य् + अ + त + े + च + ी
गोपनीयतेच्या,4,ग + ो + प् + अ + न + ी + य् + अ + त + े + च् + य + ा
गोपनीयतेने,1,ग + ो + प् + अ + न + ी + य् + अ + त + े + न + े
गोपाल,1,ग + ो + प + ा + ल् + अ
गोयल,1,ग + ो + य् + अ + ल् + अ
गोयलही,1,ग + ो + य् + अ + ल् + अ + ह + ी
गोळा,3,ग + ो + ळ + ा
गोळी,1,ग + ो + ळ + ी
गोळीबार,5,ग + ो + ळ + ी + ब + ा + र् + अ
गोळीबारात,1,ग + ो + ळ + ी + ब + ा + र + ा + त् + अ
